0.001	-1.784363	-4.880829	-0.00440993515346956 	0.002217	-1.015167	-2.977142	 0.000513607370907504 	0.003434	-0.4640198	-1.045532	-0.0075841640374137 
0.004451	-1.780853	-4.874573	-0.00355491471177021 	0.005668	-1.017303	-2.986145	-0.000399324308607195 	0.006885	-0.4618835	-1.04187	-0.00558016484985447 
0.007902	-1.779175	-4.864349	-0.00314539607519978 	0.009119	-1.017914	-2.989044	-0.000659809835626501 	0.010336	-0.4614258	-1.039886	-0.00514953072245041 
0.011353	-1.776733	-4.855499	-0.00254904241897769 	0.01257	-1.018372	-2.98996	-0.000855071501817193 	0.013787	-0.4611206	-1.039124	-0.00486220389628813 
0.014804	-1.775055	-4.848175	-0.00213857374547537 	0.016021	-1.017761	-2.989655	-0.000594703099592233 	0.017238	-0.4603577	-1.037445	-0.00414305406826996 
0.018255	-1.772919	-4.842682	-0.00161559735794966 	0.019472	-1.017303	-2.990112	-0.000399324308607195 	0.020689	-0.4598999	-1.03653	-0.00371099187189451 
0.021706	-1.772308	-4.83963	-0.00146605978845874 	0.022923	-1.017914	-2.990112	-0.000659809835626501 	0.02414	-0.4594421	-1.036072	-0.00327849940604089 
0.025157	-1.771545	-4.836426	-0.00127906539077835 	0.026374	-1.017761	-2.98996	-0.000594703099592233 	0.027591	-0.4586792	-1.035767	-0.00255672014417088 
0.028608	-1.770935	-4.83429	-0.001129411880716 	0.029825	-1.017609	-2.990112	-0.000529586601696314 	0.031042	-0.4594421	-1.035156	-0.00327849940604089 
0.032059	-1.77063	-4.832611	-0.00105456578283097 	0.033276	-1.017151	-2.989655	-0.000334178507554534 	0.034493	-0.4585266	-1.034546	-0.00241222023203985 
0.03551	-1.77002	-4.831238	-0.000904834879122957 	0.036727	-1.017303	-2.990112	-0.000399324308607195 	0.037944	-0.458374	-1.034546	-0.0022676722254123 
0.038961	-1.77002	-4.83017	-0.000904834879122957 	0.040178	-1.017151	-2.989349	-0.000334178507554534 	0.041395	-0.4586792	-1.034241	-0.00255672014417088 
0.042412	-1.768799	-4.828491	-0.00060521811532266 	0.043629	-1.016846	-2.989349	-0.000203857581774472 	0.044846	-0.458374	-1.033783	-0.0022676722254123 
0.045863	-1.769104	-4.827118	-0.000680141686957283 	0.04708	-1.016846	-2.989044	-0.000203857581774472 	0.048297	-0.4579163	-1.033173	-0.00183373931813411 
0.049314	-1.768188	-4.825745	-0.000455332183928693 	0.050531	-1.016693	-2.989197	-0.000138682451179696 	0.051748	-0.458374	-1.033478	-0.0022676722254123 
0.052765	-1.768188	-4.825287	-0.000455332183928693 	0.053982	-1.017303	-2.989502	-0.000399324308607195 	0.055199	-0.4577637	-1.033173	-0.00168899861294401 
0.056216	-1.767731	-4.824677	-0.000342883778198849 	0.057433	-1.016846	-2.989197	-0.000203857581774472 	0.05865	-0.4579163	-1.033173	-0.00183373931813411 
0.059667	-1.767578	-4.824371	-0.000305394505276182 	0.060884	-1.017456	-2.989502	-0.000464460339010992 	0.062101	-0.4577637	-1.032562	-0.00168899861294401 
0.063118	-1.768036	-4.823608	-0.000417852616966568 	0.064335	-1.016846	-2.988739	-0.000203857581774472 	0.065552	-0.4577637	-1.03241	-0.00168899861294401 
0.066569	-1.767731	-4.822388	-0.000342883778198849 	0.067786	-1.017303	-2.989197	-0.000399324308607195 	0.069003	-0.4585266	-1.032257	-0.00241222023203985 
0.07002	-1.76712	-4.821625	-0.000192907265647962 	0.071237	-1.016846	-2.989349	-0.000203857581774472 	0.072454	-0.4576111	-1.031799	-0.0015442096528087 
0.073471	-1.766968	-4.82132	-0.000155405043621899 	0.074688	-1.017151	-2.988739	-0.000334178507554534 	0.075905	-0.4576111	-1.031952	-0.0015442096528087 
0.076922	-1.767273	-4.820709	-0.000230406249559612 	0.078139	-1.016388	-2.988586	-8.30283990230393E-06 	0.079356	-0.4574585	-1.031494	-0.00139937240554222 
0.080373	-1.766663	-4.819794	-8.03908829891571E-05 	0.08159	-1.016541	-2.988586	-7.34975382013033E-05 	0.082807	-0.4576111	-1.032104	-0.0015442096528087 
0.083824	-1.766663	-4.819183	-8.03908829891571E-05 	0.085041	-1.016693	-2.988739	-0.000138682451179696 	0.086258	-0.4573059	-1.031342	-0.0012544868389263 
0.087275	-1.766205	-4.819336	 3.21546578047661E-05 	0.088492	-1.016541	-2.989197	-7.34975382013033E-05 	0.089709	-0.4579163	-1.031036	-0.00183373931813411 
0.090726	-1.766205	-4.818573	 3.21546578047661E-05 	0.091943	-1.016693	-2.988586	-0.000138682451179696 	0.09316	-0.4574585	-1.031799	-0.00139937240554222 
0.094177	-1.765747	-4.81781	 0.000144729371850231 	0.095394	-1.016541	-2.988739	-7.34975382013033E-05 	0.096611	-0.4568481	-1.031189	-0.000819539900315074 
0.097628	-1.765747	-4.817505	 0.000144729371850231 	0.098845	-1.016693	-2.988586	-0.000138682451179696 	0.100062	-0.4574585	-1.031036	-0.00139937240554222 
0.101079	-1.765747	-4.816589	 0.000144729371850231 	0.102296	-1.016541	-2.988586	-7.34975382013033E-05 	0.103513	-0.4570007	-1.031189	-0.00096457061861172 
0.10453	-1.766052	-4.816437	 6.96763202673918E-05 	0.105747	-1.016388	-2.988434	-8.30283990230393E-06 	0.106964	-0.4568481	-1.030426	-0.000819539900315074 
0.107981	-1.765289	-4.815826	 0.000257333274275275 	0.109198	-1.016388	-2.988586	-8.30283990230393E-06 	0.110415	-0.4573059	-1.030884	-0.0012544868389263 
0.111432	-1.765137	-4.815674	 0.000294874397339924 	0.112649	-1.016846	-2.988739	-0.000203857581774472 	0.113866	-0.4570007	-1.030273	-0.00096457061861172 
0.114883	-1.764832	-4.815216	 0.000369966380219706 	0.1161	-1.016846	-2.988434	-0.000203857581774472 	0.117317	-0.4568481	-1.030273	-0.000819539900315074 
0.118334	-1.764679	-4.814911	 0.000407517241157329 	0.119551	-1.016388	-2.989044	-8.30283990230393E-06 	0.120768	-0.4570007	-1.029968	-0.00096457061861172 
0.121785	-1.764679	-4.813843	 0.000407517241157329 	0.123002	-1.016541	-2.988129	-7.34975382013033E-05 	0.124219	-0.4568481	-1.030273	-0.000819539900315074 
0.125236	-1.765137	-4.81369	 0.000294874397339924 	0.126453	-1.016541	-2.988586	-7.34975382013033E-05 	0.12767	-0.456543	-1.030121	-0.000529333085705261 
0.128687	-1.764832	-4.813385	 0.000369966380219706 	0.129904	-1.016693	-2.988434	-0.000138682451179696 	0.131121	-0.4566956	-1.029816	-0.000674460733472915 
