276.5994	0.1196289	-10	 0.1589746119806 	276.6006	0.1159668	-10	 0.0880693001470244 	276.6017	0.0378418	-10	 0.462638855000984 	276.6029	0.1168823	-10	 0.230594741629031 	276.6041	0.116272	-10	 0.195116342098079 	276.6053	0.1171875	-10	 0.144587611447881 	276.6066	0.1901245	-10	 0.157892899099248 
276.6408	0.1190186	-10	 0.161196071974558 	276.642	0.116272	-10	 0.0869279210882153 	276.6431	0.03723145	-10	 0.46970070948847 	276.6443	0.1165771	-10	 0.231730152685945 	276.6455	0.1174927	-10	 0.190580588265197 	276.6467	0.1190186	-10	 0.137854228788913 	276.6479	0.1907349	-10	 0.156500928414342 
276.6822	0.1184082	-10	 0.16342895340685 	276.6834	0.1165771	-10	 0.0857895338521259 	276.6844	0.0378418	-10	 0.462638855000984 	276.6857	0.1165771	-10	 0.231730152685945 	276.6869	0.1168823	-10	 0.192842543805075 	276.6881	0.1174927	-10	 0.143458106306911 	276.6893	0.1904297	-10	 0.157196356075993 
276.7235	0.1190186	-10	 0.161196071974558 	276.7247	0.1168823	-10	 0.0846541227952119 	276.7258	0.03692627	-10	 0.473275169846769 	276.727	0.1165771	-10	 0.231730152685945 	276.7282	0.1168823	-10	 0.192842543805075 	276.7295	0.1171875	-10	 0.144587611447881 	276.7307	0.189209	-10	 0.159989256260163 
276.7649	0.1190186	-10	 0.161196071974558 	276.7661	0.1165771	-10	 0.0857895338521259 	276.7672	0.03662109	-10	 0.476879294115594 	276.7684	0.1165771	-10	 0.231730152685945 	276.7696	0.1171875	-10	 0.191710093406167 	276.7708	0.1165771	-10	 0.146855472903703 	276.772	0.189209	-10	 0.159989256260163 
276.8063	0.1177979	-10	 0.165673374329302 	276.8075	0.1165771	-10	 0.0857895338521259 	276.8085	0.03692627	-10	 0.473275169846769 	276.8098	0.1174927	-10	 0.228332786089153 	276.811	0.116272	-10	 0.195116342098079 	276.8122	0.1184082	-10	 0.140087110221205 	276.8134	0.1907349	-10	 0.156500928414342 
276.8476	0.1187134	-10	 0.16231107767535 	276.8488	0.1153564	-10	 0.0903610969266093 	276.8499	0.0378418	-10	 0.462638855000984 	276.8511	0.116272	-10	 0.232868539922035 	276.8524	0.1165771	-10	 0.193977954861989 	276.8536	0.1187134	-10	 0.138969234489704 	276.8548	0.1907349	-10	 0.156500928414342 
276.889	0.1187134	-10	 0.16231107767535 	276.8902	0.1165771	-10	 0.0857895338521259 	276.8913	0.0378418	-10	 0.462638855000984 	276.8925	0.1174927	-10	 0.228332786089153 	276.8937	0.1168823	-10	 0.192842543805075 	276.8949	0.1177979	-10	 0.142331531143657 	276.8961	0.1904297	-10	 0.157196356075993 
276.9304	0.1184082	-10	 0.16342895340685 	276.9316	0.1165771	-10	 0.0857895338521259 	276.9326	0.03723145	-10	 0.46970070948847 	276.9339	0.1165771	-10	 0.231730152685945 	276.9351	0.1174927	-10	 0.190580588265197 	276.9363	0.1187134	-10	 0.138969234489704 	276.9375	0.1907349	-10	 0.156500928414342 
276.9717	0.1196289	-10	 0.1589746119806 	276.973	0.116272	-10	 0.0869279210882153 	276.974	0.03692627	-10	 0.473275169846769 	276.9753	0.116272	-10	 0.232868539922035 	276.9764	0.1174927	-10	 0.190580588265197 	276.9777	0.1171875	-10	 0.144587611447881 	276.9789	0.1885986	-10	 0.161392470669601 
